RelPath,Status,Detail,Width,Height,MeanR,MeanG,MeanB,ColorDiff,BrightPct,DarkPct,LaplacianVar
2014\K1\1X\02_03-2014_03_03-10_03-K1-1X.jpeg,OK,Clean image,2288,1712,124.0,140.8,74.0,44.60,0.0%,0.0%,96.66
2014\K1\1X\02_03-2014_03_04-10_49-K1-1X.jpeg,BORDERLINE_BLUR,Borderline blurry (Laplacian var: 77.11),2288,1712,112.2,134.3,71.5,41.92,0.0%,0.0%,77.11
2014\K1\1X\02_03-2014_03_05-09_47-K1-1X.jpeg,OK,Clean image,2288,1712,125.3,148.9,83.2,43.81,0.0%,0.0%,124.80
2014\K1\1X\02_03-2014_03_06-10_14-K1-1X.jpeg,BORDERLINE_BLUR,Borderline blurry (Laplacian var: 61.62),2288,1712,111.5,134.1,75.7,38.95,0.0%,0.0%,61.62
2014\K1\1X\02_03-2014_03_07-09_56-K1-1X.jpeg,OK,Clean image,2288,1712,120.5,146.9,75.5,47.61,0.0%,0.0%,116.17
2014\K1\1X\02_03-2014_03_10-09_58-K1-1X.jpeg,BORDERLINE_BLUR,Borderline blurry (Laplacian var: 73.36),2288,1712,119.8,147.2,120.6,20.35,0.0%,0.0%,73.36
2014\K1\1X\02_03-2014_03_11-10_40-K1-1X.jpeg,OK,Clean image,2288,1712,104.8,156.5,81.1,50.26,0.0%,0.0%,191.98
2014\K1\1X\02_03-2014_03_12-10_03-K1-1X.jpeg,OK,Clean image,2288,1712,105.6,145.9,58.9,58.00,0.0%,0.0%,229.81
2014\K1\1X\02_03-2014_03_14-10_32-K1-1X.jpeg,OK,Clean image,2288,1712,103.8,154.7,76.7,52.06,0.0%,0.0%,135.84
2014\K1\1X\02_03-2014_03_15-10_01-K1-1X.jpeg,OK,Clean image,2288,1712,104.0,152.2,49.0,68.84,0.0%,0.3%,344.17
2014\K1\1X\02_03-2014_03_23-09_59-K1-1X.jpeg,OK,Clean image,2288,1712,102.4,156.5,46.9,73.09,0.0%,0.4%,382.34
2014\K1\1X\02_03-2014_03_24-10_03-K1-1X.jpeg,OK,Clean image,2288,1712,107.8,155.4,55.5,66.65,0.0%,0.0%,281.57
2014\K1\1X\02_03-2014_03_26-10_09-K1-1X.jpeg,OK,Clean image,2288,1712,104.4,149.8,83.4,44.22,0.0%,0.0%,136.89
2014\K1\1X\02_03-2014_03_29-09_54-K1-1X.jpeg,OK,Clean image,2288,1712,99.3,142.3,62.6,53.10,0.0%,0.0%,113.63
2014\K1\1X\02_03-2014_03_31-11_09-K1-1X.jpeg,OK,Clean image,2288,1712,112.7,146.2,91.1,36.71,0.0%,0.0%,1002.27
2014\K1\1X\02_03-2014_04_01-10_01-K1-1X.jpeg,OK,Clean image,2288,1712,111.0,138.4,83.0,36.95,0.0%,0.0%,565.58
2014\K1\1X\02_03-2014_04_02-10_03-K1-1X.jpeg,OK,Clean image,2288,1712,113.4,139.6,79.2,40.24,0.0%,0.0%,502.49
2014\K1\1X\02_03-2014_04_03-10_03-K1-1X.jpeg,OK,Clean image,2288,1712,113.9,138.4,81.3,38.09,0.0%,0.0%,398.10
2014\K1\1X\02_03-2014_04_04-09_58-K1-1X.jpeg,OK,Clean image,2288,1712,124.1,151.4,86.4,43.35,0.0%,0.0%,501.07
2014\K1\1X\02_03-2014_04_05-09_58-K1-1X.jpeg,OK,Clean image,2288,1712,121.9,147.6,82.3,43.59,0.0%,0.0%,432.45
2014\K1\1X\02_03-2014_04_06-09_53-K1-1X.jpeg,OK,Clean image,2288,1712,126.2,146.2,84.7,40.98,0.0%,0.0%,298.03
2014\K1\1X\02_03-2014_04_07-10_01-K1-1X.jpeg,OK,Clean image,2288,1712,126.0,147.0,80.1,44.60,0.0%,0.0%,310.84
2014\K1\1X\02_03-2014_04_08-09_48-K1-1X.jpeg,OK,Clean image,2288,1712,126.7,147.5,84.5,41.98,0.0%,0.0%,324.91
2014\K1\1X\02_03-2014_04_09-09_48-K1-1X.jpeg,OK,Clean image,2288,1712,126.7,151.8,85.5,44.19,0.0%,0.0%,452.94
2014\K1\1X\02_03-2014_04_10-10_04-K1-1X.jpeg,OK,Clean image,2288,1712,113.6,139.0,89.7,32.87,0.0%,0.0%,196.20
2014\K1\1X\02_03-2014_04_11-10_04-K1-1X.jpeg,OK,Clean image,2288,1712,116.7,141.4,77.1,42.89,0.0%,0.0%,303.53
2014\K1\1X\02_03-2014_04_12-09_53-K1-1X.jpeg,OK,Clean image,2288,1712,120.2,142.4,83.2,39.49,0.0%,0.0%,202.48
2014\K1\1X\02_03-2014_04_13-09_54-K1-1X.jpeg,OK,Clean image,2288,1712,123.3,147.0,77.0,46.69,0.0%,0.0%,208.13
2014\K1\1X\02_03-2014_04_14-09_54-K1-1X.jpeg,OK,Clean image,2288,1712,122.4,143.9,84.8,39.44,0.0%,0.0%,188.47
2014\K1\1X\02_03-2014_04_15-09_54-K1-1X.jpeg,OK,Clean image,2288,1712,142.4,143.6,136.7,5.23,0.0%,0.0%,294.60
2014\K1\1X\02_03-2014_04_16-10_16-K1-1X.jpeg,OK,Clean image,2288,1712,125.7,153.1,81.9,47.49,0.0%,0.0%,255.68
2014\K1\1X\02_03-2014_04_17-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,127.7,144.8,70.5,49.53,0.0%,0.0%,203.94
2014\K1\1X\02_03-2014_04_18-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,125.4,145.1,68.8,50.88,0.0%,0.0%,211.71
2014\K1\1X\02_03-2014_04_19-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,119.7,141.8,72.9,45.95,0.0%,0.0%,212.36
2014\K1\1X\02_03-2014_04_20-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,125.6,145.9,71.6,49.61,0.0%,0.0%,263.37
2014\K1\1X\02_03-2014_04_21-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,117.7,136.3,70.0,44.22,0.0%,0.0%,207.64
2014\K1\1X\02_03-2014_04_22-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,119.2,143.8,70.7,48.81,0.0%,0.0%,373.82
2014\K1\1X\02_03-2014_04_23-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,121.4,142.7,71.2,47.70,0.0%,0.0%,316.81
2014\K1\1X\02_03-2014_04_24-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,126.7,146.0,75.1,47.25,0.0%,0.0%,300.01
2014\K1\1X\02_03-2014_04_25-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,125.2,139.4,70.0,46.29,0.0%,0.0%,298.20
2014\K1\1X\02_03-2014_04_27-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,122.8,136.7,72.3,43.03,0.0%,0.0%,330.26
2014\K1\1X\02_03-2014_04_28-10_58-K1-1X.jpeg,OK,Clean image,2288,1712,124.1,135.0,68.5,44.43,0.0%,0.0%,377.35
2014\K1\1X\02_03-2014_04_29-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,136.5,145.8,77.2,45.89,0.0%,0.0%,320.10
2014\K1\1X\02_03-2014_04_30-11_00-K1-1X.jpeg,OK,Clean image,2288,1712,128.2,136.1,74.6,41.29,0.0%,0.0%,354.26
2014\K1\1X\02_03-2014_05_01-11_02-K1-1X.jpeg,OK,Clean image,2288,1712,139.5,144.6,78.6,44.65,0.0%,0.0%,506.71
2014\K1\1X\02_03-2014_05_02-11_03-K1-1X.jpeg,OK,Clean image,2288,1712,141.9,143.2,79.3,44.01,0.0%,0.0%,524.25
2014\K1\1X\02_03-2014_05_04-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,147.0,140.9,77.9,46.48,0.0%,0.0%,512.08
2014\K1\1X\02_03-2014_05_05-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,149.9,139.8,78.6,47.60,0.0%,0.0%,535.57
2014\K1\1X\02_03-2014_05_06-11_01-K1-1X.jpeg,OK,Clean image,2288,1712,154.2,142.1,81.3,48.61,0.0%,0.0%,374.18
2014\K1\1X\02_03-2014_05_07-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,153.4,138.1,81.6,47.83,0.0%,0.0%,434.72
2014\K1\1X\02_03-2014_05_08-10_30-K1-1X.jpeg,OK,Clean image,2288,1712,154.5,137.8,82.7,47.87,0.0%,0.0%,389.25
2014\K1\1X\02_03-2014_05_09-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,144.8,125.3,72.8,47.98,0.0%,0.0%,228.92
2014\K1\1X\02_03-2014_05_10-11_02-K1-1X.jpeg,OK,Clean image,2288,1712,160.0,135.6,85.1,49.94,0.0%,0.0%,462.54
2014\K1\1X\02_03-2014_05_11-11_02-K1-1X.jpeg,OK,Clean image,2288,1712,160.1,135.7,86.1,49.31,0.0%,0.0%,430.17
2014\K1\1X\02_03-2014_05_12-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,151.7,127.3,76.4,50.16,0.0%,0.0%,293.93
2014\K1\1X\02_03-2014_05_13-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,157.5,135.0,84.8,48.48,0.0%,0.0%,295.82
2014\K1\1X\02_03-2014_05_14-11_04-K1-1X.jpeg,OK,Clean image,2288,1712,159.0,134.0,88.9,46.70,0.0%,0.0%,354.60
2014\K1\1X\02_03-2014_05_15-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,142.0,133.3,125.4,11.16,0.0%,0.0%,553.40
2014\K1\1X\02_03-2014_05_16-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,142.1,133.1,124.1,12.01,0.0%,0.0%,493.62
2014\K1\1X\02_03-2014_05_17-08_30-K1-1X.jpeg,OK,Clean image,2288,1712,143.4,133.3,120.9,14.99,0.0%,0.0%,548.89
2014\K1\1X\02_03-2014_05_18-08_30-K1-1X.jpeg,OK,Clean image,2288,1712,153.3,134.6,99.1,36.13,0.0%,0.0%,581.84
2014\K1\1X\02_03-2014_05_19-08_30-K1-1X.jpeg,OK,Clean image,2288,1712,154.8,134.4,97.0,38.52,0.0%,0.0%,565.91
2014\K1\1X\02_03-2014_05_20-11_01-K1-1X.jpeg,OK,Clean image,2288,1712,155.2,134.1,93.7,41.00,0.0%,0.0%,674.42
2014\K1\1X\02_03-2014_05_21-10_13-K1-1X.jpeg,OK,Clean image,2288,1712,145.5,129.3,99.9,30.38,0.0%,0.0%,511.98
2014\K1\1X\02_03-2014_05_22-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,154.9,131.1,84.3,47.07,0.0%,0.0%,392.69
2014\K1\1X\02_03-2014_05_23-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,149.6,134.2,106.6,28.69,0.0%,0.0%,559.37
2014\K1\1X\02_03-2014_05_24-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,159.2,133.3,86.3,48.62,0.0%,0.0%,479.35
2014\K1\1X\02_03-2014_05_25-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,146.5,131.1,108.7,25.20,0.0%,0.0%,543.04
2014\K1\1X\02_03-2014_05_26-11_15-K1-1X.jpeg,OK,Clean image,2288,1712,145.4,130.7,110.1,23.53,0.0%,0.0%,479.72
2014\K1\1X\02_03-2014_05_27-11_31-K1-1X.jpeg,OK,Clean image,2288,1712,142.8,130.0,111.5,20.89,0.0%,0.0%,434.55
2014\K1\1X\02_03-2014_05_28-11_31-K1-1X.jpeg,OK,Clean image,2288,1712,143.2,129.9,112.0,20.82,0.0%,0.0%,454.60
2014\K1\1X\02_03-2014_05_29-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,142.9,132.0,121.3,14.36,0.0%,0.0%,412.32
2014\K1\1X\02_03-2014_05_31-10_51-K1-1X.jpeg,OK,Clean image,2288,1712,136.7,130.0,126.4,7.46,0.0%,0.0%,345.29
2014\K1\1X\02_03-2014_06_01-10_52-K1-1X.jpeg,OK,Clean image,2288,1712,138.0,129.5,121.0,11.39,0.0%,0.0%,425.91
2014\K1\1X\02_03-2014_06_02-10_54-K1-1X.jpeg,OK,Clean image,2288,1712,136.8,130.6,126.1,7.61,0.0%,0.0%,357.27
2014\K1\1X\02_03-2014_06_03-10_50-K1-1X.jpeg,OK,Clean image,2288,1712,129.5,121.8,116.4,9.03,0.0%,0.0%,367.09
2014\K1\1X\02_03-2014_06_04-10_09-K1-1X.jpeg,OK,Clean image,2288,1712,137.4,129.8,125.5,8.69,0.0%,0.0%,376.79
2014\K1\1X\02_03-2014_06_05-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,135.8,128.1,120.6,10.10,0.0%,0.0%,329.90
2014\K1\1X\02_03-2014_06_06-10_11-K1-1X.jpeg,OK,Clean image,2288,1712,141.6,134.1,130.2,8.37,0.0%,0.0%,318.18
2014\K1\1X\02_03-2014_06_07-10_12-K1-1X.jpeg,OK,Clean image,2288,1712,139.8,132.1,127.3,9.21,0.0%,0.0%,299.87
2014\K1\1X\02_03-2014_06_08-10_13-K1-1X.jpeg,OK,Clean image,2288,1712,134.4,128.2,124.9,8.13,0.0%,0.0%,242.28
2014\K1\1X\02_03-2014_06_09-10_19-K1-1X.jpeg,OK,Clean image,2288,1712,136.2,129.1,125.3,8.49,0.0%,0.0%,271.10
2014\K1\1X\02_03-2014_06_10-10_20-K1-1X.jpeg,OK,Clean image,2288,1712,140.7,133.1,127.8,9.36,0.0%,0.0%,253.16
2014\K1\1X\02_03-2014_06_11-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,139.4,131.7,127.1,9.27,0.0%,0.0%,244.40
2014\K1\1X\02_03-2014_06_16-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,159.6,135.9,88.5,47.37,0.0%,0.0%,516.54
2014\K1\1X\02_03-2014_06_17-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,159.8,135.8,88.0,47.90,0.0%,0.0%,457.61
2014\K1\1X\02_03-2014_06_18-11_30-K1-1X.jpeg,OK,Clean image,2288,1712,136.1,119.9,82.7,35.62,0.0%,0.0%,415.64
2014\K1\1X\02_03-2014_06_19-11_15-K1-1X.jpeg,OK,Clean image,2288,1712,156.8,134.7,88.9,45.26,0.0%,0.0%,398.30
2014\K1\1X\02_03-2014_06_21-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,157.0,135.1,90.5,44.32,0.0%,0.0%,479.27
2014\K1\1X\02_03-2014_06_22-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,158.5,135.6,89.3,46.13,0.0%,0.0%,478.20
2014\K1\1X\02_03-2014_06_23-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,158.3,136.1,90.3,45.37,0.0%,0.0%,511.39
2014\K1\1X\02_03-2014_06_24-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,156.1,135.3,90.9,43.46,0.0%,0.0%,454.70
2014\K1\1X\02_03-2014_06_25-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,158.3,136.0,88.4,46.60,0.0%,0.0%,419.78
2014\K1\1X\02_03-2014_07_02-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,159.6,134.8,88.6,47.36,0.0%,0.0%,461.40
2014\K1\1X\02_03-2014_07_08-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,156.4,134.9,91.9,43.04,0.0%,0.0%,468.32
2014\K1\1X\02_03-2014_07_09-10_42-K1-1X.jpeg,OK,Clean image,2288,1712,155.2,135.1,91.4,42.58,0.0%,0.0%,479.40
2014\K1\1X\02_03-2014_07_10-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,156.1,135.7,90.2,43.88,0.0%,0.0%,459.99
2014\K1\1X\02_03-2014_07_19-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,157.4,134.8,93.0,42.95,0.0%,0.0%,469.87
2014\K1\1X\02_03-2014_07_31-10_29-K1-1X.jpeg,OK,Clean image,2288,1712,155.0,134.4,92.7,41.56,0.0%,0.0%,411.51
2014\K1\1X\02_03-2014_08_07-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,157.1,134.0,92.6,43.01,0.0%,0.0%,533.13
2014\K1\1X\02_03-2014_08_08-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,152.9,134.3,94.3,39.06,0.0%,0.0%,486.25
2014\K1\1X\02_03-2014_08_09-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,155.5,134.7,93.0,41.64,0.0%,0.0%,493.79
2014\K1\1X\02_03-2014_08_10-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,155.1,134.1,92.6,41.64,0.0%,0.0%,482.92
2014\K1\1X\02_03-2014_08_11-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,155.0,134.7,92.3,41.78,0.0%,0.0%,477.25
2014\K1\1X\02_03-2014_08_18-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,156.8,135.1,92.1,43.13,0.0%,0.0%,426.40
2014\K1\1X\02_03-2014_08_19-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,157.8,134.2,86.8,47.34,0.0%,0.0%,362.63
2014\K1\1X\02_03-2014_08_20-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,156.1,134.6,92.4,42.46,0.0%,0.0%,456.56
2014\K1\1X\02_03-2014_08_21-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,154.8,133.9,93.2,41.07,0.0%,0.0%,493.72
2014\K1\1X\02_03-2014_08_22-09_01-K1-1X.jpeg,OK,Clean image,2288,1712,155.5,135.0,92.9,41.73,0.0%,0.0%,516.79
2014\K1\1X\02_03-2014_08_23-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,156.3,134.4,89.4,44.62,0.0%,0.0%,423.04
2014\K1\1X\02_03-2014_08_24-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,157.1,135.0,89.9,44.78,0.0%,0.0%,467.49
2014\K1\1X\02_03-2014_08_25-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,156.5,135.3,91.7,43.19,0.0%,0.0%,504.68
2014\K1\1X\02_03-2014_08_26-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,144.3,122.0,75.0,46.18,0.0%,0.0%,184.27
2014\K1\1X\02_03-2014_08_28-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,156.3,135.3,91.5,43.20,0.0%,0.0%,451.40
2014\K1\1X\02_03-2014_08_29-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,155.6,136.0,93.6,41.39,0.0%,0.0%,448.76
2014\K1\1X\02_03-2014_08_30-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,157.3,134.4,89.9,44.93,0.0%,0.0%,427.30
2014\K1\1X\02_03-2014_08_31-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,155.5,134.5,91.3,42.80,0.0%,0.0%,488.04
2014\K1\1X\02_03-2014_09_01-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,155.9,134.8,90.5,43.55,0.0%,0.0%,450.20
2014\K1\1X\02_03-2014_09_02-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,154.1,134.4,91.8,41.54,0.0%,0.0%,377.09
2014\K1\1X\02_03-2014_09_03-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,156.5,135.4,93.9,41.72,0.0%,0.0%,399.37
2014\K1\1X\02_03-2014_09_04-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,154.6,134.7,95.7,39.26,0.0%,0.0%,431.35
2014\K1\1X\02_03-2014_09_05-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,154.9,135.2,95.1,39.86,0.0%,0.0%,413.87
2014\K1\1X\02_03-2014_09_06-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,155.9,135.8,96.2,39.81,0.0%,0.0%,447.38
2014\K1\1X\02_03-2014_09_07-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,154.7,134.0,94.4,40.22,0.0%,0.0%,444.77
2014\K1\1X\02_03-2014_09_08-11_11-K1-1X.jpeg,OK,Clean image,2288,1712,156.0,134.2,93.3,41.84,0.0%,0.0%,433.36
2014\K1\1X\02_03-2014_09_09-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,156.0,134.8,94.5,40.98,0.0%,0.0%,532.50
2014\K1\1X\02_03-2014_09_10-11_20-K1-1X.jpeg,OK,Clean image,2288,1712,156.1,134.1,93.2,41.89,0.0%,0.0%,449.88
2014\K1\1X\02_03-2014_09_11-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,155.9,134.1,93.8,41.35,0.0%,0.0%,500.17
2014\K1\1X\02_03-2014_09_12-11_45-K1-1X.jpeg,OK,Clean image,2288,1712,155.3,137.0,101.0,36.22,0.0%,0.0%,523.24
2014\K1\1X\02_03-2014_09_13-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,150.3,129.3,90.2,40.10,0.0%,0.0%,474.99
2014\K1\1X\02_03-2014_09_14-10_37-K1-1X.jpeg,OK,Clean image,2288,1712,156.5,134.8,92.7,42.55,0.0%,0.0%,475.36
2014\K1\1X\02_03-2014_09_15-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,154.5,134.7,94.6,39.96,0.0%,0.0%,446.96
2014\K1\1X\02_03-2014_09_16-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,154.7,134.5,94.3,40.26,0.0%,0.0%,497.35
2014\K1\1X\02_03-2014_09_17-10_39-K1-1X.jpeg,OK,Clean image,2288,1712,153.8,134.3,95.4,38.96,0.0%,0.0%,489.72
2014\K1\1X\02_03-2014_09_19-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,153.8,134.6,96.3,38.30,0.0%,0.0%,530.20
2014\K1\1X\02_03-2014_09_20-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,154.3,134.1,94.8,39.68,0.0%,0.0%,538.11
2014\K1\1X\02_03-2014_09_21-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,153.0,133.4,94.7,38.86,0.0%,0.0%,626.54
2014\K1\1X\02_03-2014_09_22-10_20-K1-1X.jpeg,OK,Clean image,2288,1712,126.3,119.7,112.9,9.87,1.8%,0.0%,1150.94
2014\K1\1X\02_03-2014_09_23-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,125.8,119.9,113.0,9.13,0.8%,0.0%,1089.88
2014\K1\1X\02_03-2014_09_24-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,134.7,116.7,97.1,25.04,0.1%,0.0%,901.29
2014\K1\1X\02_03-2014_09_25-10_06-K1-1X.jpeg,OK,Clean image,2288,1712,132.8,120.3,105.9,17.92,0.3%,0.0%,978.04
2014\K1\1X\02_03-2014_10_06-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,146.0,130.4,125.4,15.42,0.2%,0.0%,1902.27
2014\K1\1X\02_03-2014_10_07-10_40-K1-1X.jpeg,OK,Clean image,2288,1712,150.6,130.2,121.6,20.01,0.2%,0.0%,2185.88
2014\K1\1X\02_03-2014_10_18-10_42-K1-1X.jpeg,OK,Clean image,2288,1712,166.5,128.9,106.1,40.27,0.1%,0.0%,1241.55
2014\K1\1X\02_03-2014_10_19-10_10-K1-1X.jpeg,OK,Clean image,2288,1712,169.7,126.3,103.4,44.20,0.1%,0.0%,721.45
2014\K1\1X\02_03-2014_10_20-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,140.0,135.8,132.0,9.21,0.1%,0.0%,1238.07
2014\K1\1X\02_03-2014_10_21-10_04-K1-1X.jpeg,OK,Clean image,2288,1712,146.0,132.8,125.1,14.77,0.3%,0.0%,2238.80
2014\K1\1X\02_03-2014_10_22-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,145.0,132.9,129.6,12.91,0.1%,0.0%,1278.77
2014\K1\1X\02_03-2014_10_23-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,157.8,135.0,123.8,22.81,0.1%,0.0%,1129.42
2014\K1\1X\02_03-2014_10_24-10_07-K1-1X.jpeg,OK,Clean image,2288,1712,146.1,132.4,128.8,13.96,0.1%,0.0%,1471.26
2014\K1\1X\02_03-2014_10_25-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,143.5,131.7,128.1,13.21,0.1%,0.0%,1389.18
2014\K1\1X\02_03-2014_10_26-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,169.8,130.8,108.2,41.08,0.1%,0.0%,804.34
2014\K1\1X\02_03-2014_10_27-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,164.2,128.5,109.1,36.69,0.0%,0.0%,781.89
2014\K1\1X\02_03-2014_10_28-08_30-K1-1X.jpeg,OK,Clean image,2288,1712,155.7,134.6,127.3,19.31,0.0%,0.0%,765.91
2014\K1\1X\02_03-2014_10_29-10_25-K1-1X.jpeg,OK,Clean image,2288,1712,160.6,131.6,116.7,29.35,0.0%,0.0%,812.29
2014\K1\1X\02_03-2014_10_30-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,165.9,130.7,126.8,26.59,0.0%,0.0%,200.48
2014\K1\1X\02_03-2014_10_31-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,154.3,129.8,129.7,17.85,0.0%,0.0%,207.58
2014\K1\1X\02_03-2014_11_01-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,164.7,127.7,105.5,39.47,0.0%,0.0%,402.41
2014\K1\1X\02_03-2014_11_02-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,155.6,130.5,119.5,24.18,0.1%,0.0%,1045.25
2014\K1\1X\02_03-2014_11_03-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,158.2,129.5,114.0,29.45,0.0%,0.0%,947.36
2014\K1\1X\02_03-2014_11_04-10_43-K1-1X.jpeg,OK,Clean image,2288,1712,163.5,130.5,110.3,35.46,0.1%,0.0%,1108.05
2014\K1\1X\02_03-2014_11_05-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,158.6,133.5,121.0,25.14,0.1%,0.0%,1032.73
2014\K1\1X\02_03-2014_11_06-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,156.2,130.6,117.2,26.05,0.1%,0.0%,1040.05
2014\K1\1X\02_03-2014_11_07-10_02-K1-1X.jpeg,OK,Clean image,2288,1712,158.4,133.0,120.4,25.32,0.1%,0.0%,999.72
2014\K1\1X\02_03-2014_11_08-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,146.5,126.4,114.7,21.24,0.0%,0.0%,606.54
2014\K1\1X\02_03-2014_11_09-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,151.0,130.9,121.5,19.77,0.0%,0.0%,849.60
2014\K1\1X\02_03-2014_11_10-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,154.2,134.5,125.1,19.46,0.0%,0.0%,837.24
2014\K1\1X\02_03-2014_11_11-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,151.9,131.9,122.7,19.95,0.0%,0.0%,550.57
2014\K1\1X\02_03-2014_11_12-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,157.8,133.6,121.1,24.56,0.0%,0.0%,589.10
2014\K1\1X\02_03-2014_11_13-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,151.8,123.4,108.7,28.74,0.0%,0.0%,446.42
2014\K1\1X\02_03-2014_11_14-10_05-K1-1X.jpeg,OK,Clean image,2288,1712,166.5,134.2,113.4,35.41,0.0%,0.0%,617.12
2014\K1\1X\02_03-2014_11_15-10_05-K1-1X.jpeg,OK,Clean image,2288,1712,163.1,130.6,107.9,36.81,0.0%,0.0%,435.27
2014\K1\1X\02_03-2014_11_16-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,173.7,128.1,99.0,49.85,0.0%,0.0%,402.61
2014\K1\1X\02_03-2014_11_17-09_59-K1-1X.jpeg,OK,Clean image,2288,1712,167.2,130.5,114.6,35.05,0.0%,0.0%,316.38
2014\K1\1X\02_03-2014_11_18-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,146.0,127.1,115.7,20.27,0.0%,0.0%,556.38
